row_id,timestamp,station_id,wl_t,wl_t_minus_1h,wl_t_minus_3h,wl_t_minus_6h,wl_t_minus_12h,wl_t_minus_24h,imerg_rain_1h,imerg_rain_6h,imerg_rain_24h,sfc_rain_1h,sfc_rain_6h,sfc_rain_24h,radar_reflectivity_mean,radar_reflectivity_p95,radar_reflectivity_ge20_fraction,cat_area,wsarea,mean_elevation,mean_slope,urban_ratio,forest_ratio,stream_order,target_maxrise_6h
1003644_2017062615,2017-06-26 15:00,1003644,0.84,0.84,0.85,0.87,0.85,0.82,0,0,37.487,0,0,11,0,0,0,3.3136,2015.0137,423.89,20.6651,1.3041,86,2.8929,0.01
1003646_2017050822,2017-05-08 22:00,1003646,0.04,0.04,0.04,0.04,0.04,0.04,0.426,0.426,0.426,0,0,0,0.009,0,0,2.8934,26.0732,537.46,20.5159,1.7481,94.0463,1.7273,0
1003646_2017050823,2017-05-08 23:00,1003646,0.04,0.04,0.04,0.04,0.04,0.04,0,0.426,0.426,0,0,0,0,0,0,2.8934,26.0732,537.46,20.5159,1.7481,94.0463,1.7273,0
1003646_2017050900,2017-05-09 0:00,1003646,0.04,0.04,0.04,0.04,0.04,0.04,0,0.426,0.426,0,0,0,1.5,3.18,0,2.8934,26.0732,537.46,20.5159,1.7481,94.0463,1.7273,0
1003655_2017050900,2017-05-09 0:00,1003655,122.85,122.82,122.82,122.83,122.86,122.86,0.067,0.59,0.59,0,0,0,2.325,5.53,0,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0
1003655_2017050901,2017-05-09 1:00,1003655,122.84,122.85,122.83,122.85,122.9,122.86,0.107,0.696,0.697,0,0,0,1.77,7.5,0,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1003655_2017050902,2017-05-09 2:00,1003655,122.85,122.84,122.82,122.84,122.88,122.88,0.324,1.014,1.02,0,0,0,0.897,3.15,0.002,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1003658_2017021917,2017-02-19 17:00,1003658,0.99,0.99,1,1,1,1,0.574,1.146,1.146,0,0,0,11.197,17.84,0.0137,3.1863,35.2574,442.94,17.6184,1.6847,83.5961,1.7442,0.01
1003658_2017021918,2017-02-19 18:00,1003658,0.99,0.99,1,1,1,1,0,1.146,1.146,0,0,0,10.774,20.55,0.0732,3.1863,35.2574,442.94,17.6184,1.6847,83.5961,1.7442,0.01
1003658_2017021919,2017-02-19 19:00,1003658,0.99,0.99,0.99,1,1,1,0,1.146,1.146,0,0,0,4.818,14.962,0,3.1863,35.2574,442.94,17.6184,1.6847,83.5961,1.7442,0.01
1003660_2017021917,2017-02-19 17:00,1003660,1.43,1.43,1.43,1.43,1.43,1.43,0.293,0.854,0.854,0,0,0,13.454,22.3,0.1133,3.0176,27.0666,482.7,18.3081,5.2857,86.6912,1.7255,0
1003660_2017021918,2017-02-19 18:00,1003660,1.43,1.43,1.43,1.43,1.43,1.43,0,0.854,0.854,0,0,0,14.542,23.78,0.2979,3.0176,27.0666,482.7,18.3081,5.2857,86.6912,1.7255,0
1003660_2017021919,2017-02-19 19:00,1003660,1.43,1.43,1.43,1.43,1.43,1.43,0,0.854,0.854,0,0,0,0.509,1,0,3.0176,27.0666,482.7,18.3081,5.2857,86.6912,1.7255,0
1003661_2017021917,2017-02-19 17:00,1003661,1.52,1.52,1.52,1.52,1.52,1.52,0.293,0.854,0.854,0,0,0,13.454,22.3,0.1133,3.2547,127.2352,283.57,14.199,3.7609,86.8322,2.2353,0
1003661_2017021918,2017-02-19 18:00,1003661,1.52,1.52,1.52,1.52,1.52,1.52,0,0.854,0.854,0,0,0,14.542,23.78,0.2979,3.2547,127.2352,283.57,14.199,3.7609,86.8322,2.2353,0
1003661_2017021919,2017-02-19 19:00,1003661,1.52,1.52,1.52,1.52,1.52,1.52,0,0.854,0.854,0,0,0,0.509,1,0,3.2547,127.2352,283.57,14.199,3.7609,86.8322,2.2353,0
1003662_2017050822,2017-05-08 22:00,1003662,0.77,0.77,0.78,0.77,0.73,0.77,0.933,0.993,0.993,0,0,0,0.255,0.5,0.002,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1003662_2017050823,2017-05-08 23:00,1003662,0.77,0.77,0.76,0.75,0.75,0.77,0,0.992,0.993,0,0,0,0.355,0,0.0029,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1003662_2017050900,2017-05-09 0:00,1003662,0.78,0.77,0.77,0.77,0.75,0.78,0.158,1.15,1.15,0,0,0,0.711,1.5,0.0127,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,-0.01
1003664_2017050900,2017-05-09 0:00,1003664,122.76,122.75,122.75,122.74,122.81,122.82,0.154,1.883,1.884,0,0,0,0.536,3,0,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1003664_2017050903,2017-05-09 3:00,1003664,122.77,122.76,122.76,122.75,122.78,122.82,0.876,3.574,3.655,0,0,0,3.818,5.91,0,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1003664_2017050904,2017-05-09 4:00,1003664,122.77,122.77,122.76,122.75,122.78,122.83,0.953,2.878,4.608,0,0,0,7.314,8.66,0,6.0509,993.3904,274.74,16.988,0.9004,81.7343,2.4133,0.01
1004630_2017021917,2017-02-19 17:00,1004630,1.61,1.61,1.6,1.6,1.61,1.62,0.525,1.341,1.341,0,0,0,1.291,9.15,0,2.986,99.0096,335.78,16.2836,1.0168,87.6109,2.0588,0
1004630_2017021918,2017-02-19 18:00,1004630,1.61,1.61,1.61,1.6,1.61,1.61,0,1.341,1.341,0,0,0,9.745,14.12,0,2.986,99.0096,335.78,16.2836,1.0168,87.6109,2.0588,0
1004630_2017021919,2017-02-19 19:00,1004630,1.61,1.61,1.61,1.6,1.61,1.61,0.785,2.127,2.127,1,1,1,13.555,17.88,0.0137,2.986,99.0096,335.78,16.2836,1.0168,87.6109,2.0588,0.01
1004635_2017021917,2017-02-19 17:00,1004635,1.42,1.42,1.41,1.42,1.42,1.42,0.528,1.271,1.271,0,0,0,0.643,5.9,0,2.7772,227.9943,270.84,17.825,1.548,87.0441,2.2121,0
1004635_2017021918,2017-02-19 18:00,1004635,1.41,1.42,1.42,1.42,1.42,1.42,0,1.271,1.271,0,0,0,0.841,5.65,0,2.7772,227.9943,270.84,17.825,1.548,87.0441,2.2121,0.01
1004635_2017021919,2017-02-19 19:00,1004635,1.41,1.41,1.42,1.42,1.42,1.42,0.779,2.051,2.051,0,0,0,8.668,12.442,0,2.7772,227.9943,270.84,17.825,1.548,87.0441,2.2121,0.01
1004645_2017021917,2017-02-19 17:00,1004645,0.29,0.29,0.29,0.29,0.29,0.29,0.528,1.271,1.271,0,0,0,0.643,5.9,0,4.0475,444.7454,197.09,12.5056,3.0914,64.6044,2.7619,0
1004645_2017021918,2017-02-19 18:00,1004645,0.29,0.29,0.29,0.29,0.29,0.29,0,1.271,1.271,0,0,0,0.841,5.65,0,4.0475,444.7454,197.09,12.5056,3.0914,64.6044,2.7619,0.01
1004645_2017021919,2017-02-19 19:00,1004645,0.29,0.29,0.29,0.29,0.29,0.29,0.779,2.051,2.051,0,0,0,8.668,12.442,0,4.0475,444.7454,197.09,12.5056,3.0914,64.6044,2.7619,0.01
1004646_2017021917,2017-02-19 17:00,1004646,1.05,1.05,1.05,1.05,1.05,1.05,0.528,1.271,1.271,0,0,0,0.643,5.9,0,2.7571,32.3513,366,18.2763,4.3403,84.6885,1.9242,0.01
1004646_2017041708,2017-04-17 8:00,1004646,1.14,1.14,1.14,1.14,1.14,1.15,1.62,2.192,2.248,0,0,0,12.079,22.55,0.0996,2.7571,32.3513,366,18.2763,4.3403,84.6885,1.9242,0
1004646_2017041709,2017-04-17 9:00,1004646,1.14,1.14,1.14,1.14,1.14,1.15,3.322,5.514,5.57,0,0,0,26.242,29.911,0.998,2.7571,32.3513,366,18.2763,4.3403,84.6885,1.9242,0.01
1004670_2017021917,2017-02-19 17:00,1004670,0.6,0.6,0.6,0.6,0.6,0.6,0.525,0.525,0.525,0,0,0,0.771,5.4,0,3.1321,37.0751,202.75,11.7465,6.1481,56.7314,1.7609,0
1004670_2017021918,2017-02-19 18:00,1004670,0.6,0.6,0.6,0.6,0.6,0.6,0,0.525,0.525,0,0,0,0.676,5.278,0,3.1321,37.0751,202.75,11.7465,6.1481,56.7314,1.7609,0
1004670_2017021919,2017-02-19 19:00,1004670,0.6,0.6,0.6,0.6,0.6,0.6,0.532,1.056,1.056,0,0,0,8.963,13.32,0,3.1321,37.0751,202.75,11.7465,6.1481,56.7314,1.7609,0
1004680_2017021917,2017-02-19 17:00,1004680,1.41,1.41,1.41,1.41,1.41,1.41,0.424,0.424,0.424,0,0,0,1.247,8.02,0,3.6746,19.066,299.51,17.6334,7.1121,85.3649,1.5926,0
1004685_2018100422,2018-10-04 22:00,1004685,2.08,2.06,2.04,2.05,2.04,1.98,0,0,0.03,0,0,0,0,0,0,3.1994,583.9328,189.2,16.3235,1.1444,76.1801,2.7333,0.02
1004690_2017070204,2017-07-02 4:00,1004690,0.09,0.09,0.08,0.07,0.06,-0.01,0.087,3.011,10.7,0,1.1,4,16.903,23.54,0.291,4.6958,477.0855,182.52,13.1435,20.6628,58.6129,2.3636,0.02
1004690_2017070205,2017-07-02 5:00,1004690,0.09,0.09,0.09,0.07,0.06,-0.01,0.061,2.033,10.75,0,0.7,4,15.49,23.09,0.2578,4.6958,477.0855,182.52,13.1435,20.6628,58.6129,2.3636,0.04
1004690_2017070206,2017-07-02 6:00,1004690,0.09,0.09,0.09,0.08,0.06,-0.01,0.117,1.341,10.002,0,0.6,4,24.356,31.961,0.7549,4.6958,477.0855,182.52,13.1435,20.6628,58.6129,2.3636,0.07
1004695_2017052404,2017-05-24 4:00,1004695,0.59,0.58,0.55,0.54,0.52,0.63,0,1.75,1.751,2.5,9.5,9.5,0,0,0,2.8511,36.6224,156.28,9.1084,7.6673,39.3952,1.7547,0.04
1004695_2017070214,2017-07-02 14:00,1004695,0.55,0.55,0.55,0.55,0.55,0.55,0,0.615,8.933,0,0,1.5,16.151,26.14,0.4307,2.8511,36.6224,156.28,9.1084,7.6673,39.3952,1.7547,0.02
1004695_2017070215,2017-07-02 15:00,1004695,0.55,0.55,0.55,0.55,0.55,0.55,0,0.399,7.965,0,0,1.5,0.922,8.544,0.0166,2.8511,36.6224,156.28,9.1084,7.6673,39.3952,1.7547,0.02
1005605_2018100422,2018-10-04 22:00,1005605,1.01,0.93,0.75,0.6,0.52,0.9,0,0,0,0,0,0,0,0,0,4.6958,477.0855,182.52,13.1435,20.6628,58.6129,2.3636,0.05
1005605_2019042910,2019-04-29 10:00,1005605,0.9,0.73,0.75,0.97,1.3,0.56,0,0,0,0,0,0,0,0,0,4.6958,477.0855,182.52,13.1435,20.6628,58.6129,2.3636,0.02
1005640_2018061104,2018-06-11 4:00,1005640,0.48,0.48,0.48,0.5,0.55,0.57,0,0,0,0,0,0,0,0,0,2.9461,954.3587,185.84,11.974,2.7455,54.3204,2.0755,0.02
1005640_2018061107,2018-06-11 7:00,1005640,0.48,0.48,0.48,0.48,0.54,0.56,0,0,0,0,0,0,0,0,0,2.9461,954.3587,185.84,11.974,2.7455,54.3204,2.0755,0.03
1005695_2018070316,2018-07-03 16:00,1005695,1.28,1.29,1.31,1.34,1.41,1.56,0,0,4.807,0,0,7,0,0,0,2.7353,1892.5294,155.35,13.1874,1.5474,72.0685,2.3529,-0.02
1005695_2018083117,2018-08-31 17:00,1005695,1.44,1.45,1.49,1.54,1.68,1.26,0,0,7.209,0,0,28.5,0,0,0,2.7353,1892.5294,155.35,13.1874,1.5474,72.0685,2.3529,-0.02
1005695_2019052622,2019-05-26 22:00,1005695,0.71,0.71,0.71,0.71,0.71,0.71,0,0,0,0,0,0,0,0,0,2.7353,1892.5294,155.35,13.1874,1.5474,72.0685,2.3529,0.03
1005697_2018090723,2018-09-07 23:00,1005697,3.47,3.45,3.47,3.52,3.52,3.52,0,0,0.244,0,0,4.5,0,0,0,2.7353,1892.5294,155.35,13.1874,1.5474,72.0685,2.3529,0.02
1005697_2018092603,2018-09-26 3:00,1005697,1.1,1.1,1.11,1.09,1.11,1.12,0,0,0,0,0,0,0,0,0,2.7353,1892.5294,155.35,13.1874,1.5474,72.0685,2.3529,0.02
1005697_2018100422,2018-10-04 22:00,1005697,0.95,0.93,0.87,0.88,0.86,0.85,0,0,0,0,0,0,0,0,0,2.7353,1892.5294,155.35,13.1874,1.5474,72.0685,2.3529,0.04
1006630_2018083013,2018-08-30 13:00,1006630,2.9,2.95,3.07,3.01,2.33,2.25,0,0,20.926,0,0,68.5,0,0,0,3.6061,32.0414,337.07,16.8924,1.0183,83.8264,1.7209,-0.05
1006630_2018083014,2018-08-30 14:00,1006630,2.85,2.9,3.01,3.13,2.39,2.22,0,0,20.271,0,0,68.5,0,0,0,3.6061,32.0414,337.07,16.8924,1.0183,83.8264,1.7209,-0.04
1006630_2018083015,2018-08-30 15:00,1006630,2.81,2.85,2.95,3.14,2.43,2.2,0,0,20.031,0,0,68,0,0,0,3.6061,32.0414,337.07,16.8924,1.0183,83.8264,1.7209,-0.04
1006650_2018070313,2018-07-03 13:00,1006650,1.01,1.03,1.08,1.16,1.31,1.17,0,0,14.985,0,0,14.5,0,0,0,2.6985,221.4723,180.06,12.0868,5.2407,64.1137,2.15,-0.02
1006650_2018082803,2018-08-28 3:00,1006650,0.2,0.21,0.25,0.3,0.29,-0.06,0,0,22.133,0,0,37,0,0,0,2.6985,221.4723,180.06,12.0868,5.2407,64.1137,2.15,-0.02
1006650_2018083014,2018-08-30 14:00,1006650,0.9,0.95,1.05,1.11,0.5,0.42,0,0,21.142,0,0,68.5,0,0,0,2.6985,221.4723,180.06,12.0868,5.2407,64.1137,2.15,-0.04
1006660_2018083014,2018-08-30 14:00,1006660,1.55,1.58,1.66,1.68,1.48,1.34,0,0,21.142,0,0,68.5,0,0,0,3.2244,30.35,325.87,14.4071,4.0537,75.4045,1.6226,-0.03
1006660_2018083015,2018-08-30 15:00,1006660,1.52,1.55,1.62,1.69,1.51,1.33,0,0,20.883,0,0,68,0,0,0,3.2244,30.35,325.87,14.4071,4.0537,75.4045,1.6226,-0.02
1006660_2019111018,2019-11-10 18:00,1006660,0.75,0.75,0.75,0.75,0.75,0.75,0,0,0.32,0,0,0,0,0,0,3.2244,30.35,325.87,14.4071,4.0537,75.4045,1.6226,0.02
1006665_2018083115,2018-08-31 15:00,1006665,0.27,0.29,0.34,0.43,0.64,0.01,0,0,9.373,0,0,16.2,0,0,0,3.1205,33.0225,320.58,14.0442,20.7332,62.6706,1.898,-0.02
1006665_2018083117,2018-08-31 17:00,1006665,0.23,0.25,0.29,0.37,0.68,0.13,0,0,9.373,0,0,14.5,0,0,0,3.1205,33.0225,320.58,14.0442,20.7332,62.6706,1.898,-0.02
1006665_2018083118,2018-08-31 18:00,1006665,0.21,0.23,0.27,0.34,0.6,0.2,0,0,7.738,0,0,8.9,0,0,0,3.1205,33.0225,320.58,14.0442,20.7332,62.6706,1.898,-0.02
1006670_2018070313,2018-07-03 13:00,1006670,2.02,2.05,2.12,2.23,2.34,2.4,0,0,14.985,0,0,14.5,0,0,0,2.6985,221.4723,180.06,12.0868,5.2407,64.1137,2.15,-0.03
1006670_2018082803,2018-08-28 3:00,1006670,1.08,1.11,1.16,1.19,0.82,0.58,0,0,22.133,0,0,37,0,0,0,2.6985,221.4723,180.06,12.0868,5.2407,64.1137,2.15,-0.03
1006670_2018083114,2018-08-31 14:00,1006670,1.63,1.67,1.73,1.77,1.82,2.41,0,0,6.193,0,0,10,0,0,0,2.6985,221.4723,180.06,12.0868,5.2407,64.1137,2.15,-0.04
1006672_2018070313,2018-07-03 13:00,1006672,2.36,2.39,2.45,2.55,2.69,2.77,0,0,27.579,0,0,16,0,0,0,3.1466,207.5058,255.1,15.6135,1.2615,78.0244,2.0968,-0.03
1006672_2018070314,2018-07-03 14:00,1006672,2.33,2.36,2.43,2.52,2.68,2.72,0,0,25.992,0,0,16,0,0,0,3.1466,207.5058,255.1,15.6135,1.2615,78.0244,2.0968,-0.02
1006672_2018082802,2018-08-28 2:00,1006672,1.65,1.68,1.7,1.67,1.46,1.03,0,0,14.915,0,0,34,0,0,0,3.1466,207.5058,255.1,15.6135,1.2615,78.0244,2.0968,-0.03
1006680_2017070818,2017-07-08 18:00,1006680,1.27,1.28,1.22,1.15,1.14,1.15,0,0,37.217,0,0,18.5,0,0,0,3.1466,207.5058,255.1,15.6135,1.2615,78.0244,2.0968,-0.03
1006680_2018061105,2018-06-11 5:00,1006680,0.96,0.97,0.97,0.97,0.95,0.96,0,0,0.101,0,0,0,0,0,0,3.1466,207.5058,255.1,15.6135,1.2615,78.0244,2.0968,0.02
1006680_2018070314,2018-07-03 14:00,1006680,2.28,2.33,2.37,2.53,2.69,2.8,0,0,20.483,0,0,5.5,0,0,0,3.1466,207.5058,255.1,15.6135,1.2615,78.0244,2.0968,-0.02
1006690_2017062020,2017-06-20 20:00,1006690,0.61,0.61,0.61,0.62,0.64,0.63,0,0,0,0,0,0,0,0,0,3.2165,298.5253,194.61,13.171,3.4641,69.3224,2.069,0.06
1006690_2018070314,2018-07-03 14:00,1006690,1.95,1.98,2.03,2.12,2.23,2.38,0,0,20.483,0,0,5.5,0,0,0,3.2165,298.5253,194.61,13.171,3.4641,69.3224,2.069,-0.02
1006690_2018070315,2018-07-03 15:00,1006690,1.93,1.95,2,2.1,2.22,2.34,0,0,15.505,0,0,5.5,0,0,0,3.2165,298.5253,194.61,13.171,3.4641,69.3224,2.069,-0.03
1007604_2018070314,2018-07-03 14:00,1007604,2.54,2.57,2.63,2.74,3.15,3.19,0,0,27.41,0,0,18.5,0,0,0,2.57,33.7715,137.74,6.8161,11.4972,35.3679,1.8667,-0.04
1007604_2018083116,2018-08-31 16:00,1007604,2.44,2.47,2.53,2.67,2.82,2.45,0,0,7.369,0,0,21,0,0,0,2.57,33.7715,137.74,6.8161,11.4972,35.3679,1.8667,-0.02
1007605_2017070221,2017-07-02 21:00,1007605,0.94,0.94,0.94,0.94,0.94,0.95,1.687,13.281,18.084,0,4.5,5,21.788,31.462,0.5996,2.5796,109.4561,125.46,8.1849,8.9969,34.8738,2.0213,0.02
1007605_2017070222,2017-07-02 22:00,1007605,0.94,0.94,0.94,0.94,0.94,0.95,0,13.281,17.834,1,5.5,6,15.371,28.372,0.4141,2.5796,109.4561,125.46,8.1849,8.9969,34.8738,2.0213,0.03
1007605_2017070223,2017-07-02 23:00,1007605,0.94,0.94,0.94,0.94,0.94,0.95,0.169,13.45,17.82,0,5.5,6,21.93,40.07,0.4355,2.5796,109.4561,125.46,8.1849,8.9969,34.8738,2.0213,0.03
1007610_2017052404,2017-05-24 4:00,1007610,1.29,1.27,1.27,1.27,1.28,1.27,0,2.428,2.442,0,4,4,0,0,0,2.956,23.8509,164.33,11.138,12.9832,55.9467,1.7429,0.03
1007610_2017060614,2017-06-06 14:00,1007610,1.08,1.07,1.07,1.08,1.08,1.1,0.211,2.545,2.785,0,0,0,15.312,21.137,0.0811,2.956,23.8509,164.33,11.138,12.9832,55.9467,1.7429,0.02
1007610_2017060615,2017-06-06 15:00,1007610,1.08,1.08,1.07,1.08,1.08,1.1,0.428,1.815,3.213,0,0,0,13.126,18.48,0.0244,2.956,23.8509,164.33,11.138,12.9832,55.9467,1.7429,0.02
1007615_2017070221,2017-07-02 21:00,1007615,0.59,0.59,0.59,0.6,0.6,0.6,1.687,13.281,18.084,0,4.5,5,21.788,31.462,0.5996,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.02
1007615_2017070222,2017-07-02 22:00,1007615,0.59,0.59,0.59,0.59,0.6,0.6,0,13.281,17.834,1,5.5,6,15.371,28.372,0.4141,3.4314,1904.1982,103.48,8.612,3.4848,46.2649,2.6667,0.03
